EstadoCivil,Curso,QualificacaoAnterior,QualificacaoAnteriorGrau,Nacionalidade,NotaAdmissao,NecessidadesEspeciais,Devedor,MensalidadesEmDia,Genero,Bolsista,International,UnidadesCurriculares1SemestreCreditado,UnidadesCurriculares1SemestreInscrito,UnidadesCurriculares1SemestreAvaliacoes,UnidadesCurriculares1SemestreAprovado,UnidadesCurriculares1SemestreGrau,UnidadesCurriculares1SemestreSemAvaliacoes,UnidadesCurriculares2SemestreCreditado,UnidadesCurriculares2SemestreInscrito,UnidadesCurriculares2SemestreAvaliacoes,UnidadesCurriculares2SemestreAprovado,UnidadesCurriculares2SemestreGrau,UnidadesCurriculares2SemestreSemAvaliacoes,TaxaDesemprego,TaxaInflacao,PIB,Target,target_class,target,target_excl_enrolled
Solteiro,Turismo,Ensino Secundário,133.1,Português,97.0,0,0,1,Masculino,0,0,0,6,6,6,10.666666666666602,0,0,6,8,4,11.25,0,10.8,1.4,1.74,Matriculado,Matriculado,0,
Casado,Higiene Oral,Ensino Secundário,110.0,Português,140.0,0,0,1,Masculino,0,0,0,7,7,0,0.0,0,0,8,13,2,13.15,0,16.2,0.3,-0.92,Desistente,Desistente,1,1
Solteiro,Gestão (presencial noturno),Ensino Secundário,130.0,Português,124.0,0,0,1,Masculino,0,0,1,5,6,5,13.833333333333304,0,0,5,7,5,15.4,0,9.4,-0.8,-3.12,Graduado,Graduado,0,0
Solteiro,Agronomia,Curso de Especialização Tecnológica,140.0,Português,140.0,0,1,1,Masculino,0,0,0,6,6,0,0.0,0,0,6,7,0,0.0,0,8.9,1.4,3.51,Matriculado,Matriculado,0,
Solteiro,Gestão (presencial noturno),Ensino Secundário,150.0,Português,127.0,0,0,1,Masculino,0,0,0,5,5,5,15.8,0,0,5,5,5,16.8,0,8.9,1.4,3.51,Graduado,Graduado,0,0
Divorciado,Enfermagem,Ensino Básico (3º Ciclo),100.0,Português,110.0,0,0,1,Masculino,0,0,11,14,26,12,12.526086956521699,1,11,14,26,12,12.526086956521699,1,7.6,2.6,0.32,Graduado,Graduado,0,0
Casado,Enfermagem,Ensino Básico (3º Ciclo),133.1,Português,170.0,0,0,1,Masculino,0,0,0,7,9,6,12.783333333333303,0,0,8,11,0,0.0,0,16.2,0.3,-0.92,Desistente,Desistente,1,1
Solteiro,Gestão (presencial noturno),Ensino Superior - Licenciatura,120.0,Português,120.0,0,1,0,Masculino,0,0,0,5,5,0,0.0,0,0,5,5,1,10.0,0,11.1,0.6,2.02,Desistente,Desistente,1,1
Solteiro,Enfermagem Veterinária,Ensino Secundário,133.1,Português,130.0,0,0,1,Masculino,0,0,0,5,8,3,13.0,0,0,5,8,3,10.666666666666602,0,7.6,2.6,0.32,Graduado,Graduado,0,0
Solteiro,Agronomia,Ensino Superior - Licenciatura,130.0,Português,130.0,0,0,1,Masculino,0,0,0,6,8,0,0.0,0,0,6,10,0,0.0,0,16.2,0.3,-0.92,Desistente,Desistente,1,1
Solteiro,Engenharia Informática,Ensino Secundário,126.0,Português,122.5,0,0,1,Masculino,0,0,0,5,7,5,10.8,0,0,5,9,3,12.0,0,8.9,1.4,3.51,Matriculado,Matriculado,0,
Solteiro,Gestão,Ensino Secundário,130.0,Português,115.7,0,0,1,Masculino,0,0,0,5,7,5,11.0,0,0,5,7,3,10.0,0,8.9,1.4,3.51,Matriculado,Matriculado,0,
Solteiro,Engenharia Informática,Ensino Secundário,140.0,Português,120.0,0,1,0,Masculino,0,0,0,4,4,0,0.0,0,0,5,5,0,0.0,0,12.7,3.7,-1.7,Desistente,Desistente,1,1
Solteiro,Engenharia Informática,Ensino Secundário,140.0,Português,166.0,0,1,1,Masculino,0,0,0,5,7,0,0.0,0,0,5,5,0,0.0,0,9.4,-0.8,-3.12,Matriculado,Matriculado,0,
Solteiro,Jornalismo e Comunicação,Ensino Secundário,145.0,Português,132.8,0,0,0,Masculino,0,0,0,6,10,2,12.0,0,0,6,0,0,0.0,0,10.8,1.4,1.74,Desistente,Desistente,1,1
Solteiro,Gestão,Ensino Secundário,133.1,Português,100.0,0,0,1,Masculino,0,0,0,5,7,4,10.75,0,0,5,10,2,11.0,3,16.2,0.3,-0.92,Desistente,Desistente,1,1
Solteiro,Gestão,Ensino Secundário,127.0,Português,121.8,0,0,1,Masculino,0,0,0,5,8,5,11.6,0,0,5,10,4,13.5,3,16.2,0.3,-0.92,Graduado,Graduado,0,0
Solteiro,Gestão,Ensino Secundário,114.0,Português,109.5,0,0,1,Masculino,1,0,0,5,6,5,11.8,0,0,5,8,4,11.6,0,8.9,1.4,3.51,Graduado,Graduado,0,0
Solteiro,Agronomia,Ensino Secundário,140.0,Português,138.3,0,0,1,Masculino,0,0,0,6,7,6,16.0,0,0,6,6,6,15.1666666666666,0,12.4,0.5,1.79,Graduado,Graduado,0,0
Solteiro,Jornalismo e Comunicação,Ensino Secundário,140.0,Português,131.6,0,0,1,Masculino,1,0,0,6,6,6,12.666666666666602,0,0,6,6,6,11.5,0,16.2,0.3,-0.92,Graduado,Graduado,0,0
Solteiro,Enfermagem,Ensino Secundário,120.0,Português,125.3,0,1,1,Masculino,0,0,0,7,12,4,14.4,0,0,7,9,6,13.5,0,12.4,0.5,1.79,Matriculado,Matriculado,0,
Solteiro,Turismo,Ensino Básico (3º Ciclo),133.1,Português,101.5,0,1,0,Masculino,0,0,0,6,6,0,0.0,0,0,6,6,0,0.0,0,15.5,2.8,-4.06,Desistente,Desistente,1,1
Solteiro,Gestão de Publicidade e Marketing,Ensino Secundário,115.0,Português,109.1,0,1,0,Masculino,0,0,0,6,11,4,12.25,0,0,6,9,4,13.4,0,11.1,0.6,2.02,Matriculado,Matriculado,0,
Solteiro,Design de Comunicação,Curso de Especialização Tecnológica,123.9,Português,123.9,0,0,1,Masculino,0,0,2,7,9,5,12.6,0,5,9,10,8,12.75,1,16.2,0.3,-0.92,Desistente,Desistente,1,1
Solteiro,Enfermagem,Ensino Secundário,157.0,Português,143.0,0,0,1,Masculino,0,0,0,8,8,7,13.4,0,0,8,8,7,13.4,0,12.7,3.7,-1.7,Graduado,Graduado,0,0
Solteiro,Design de Animação e Multimédia,Ensino Secundário,127.0,Português,126.3,0,1,1,Masculino,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,16.2,0.3,-0.92,Desistente,Desistente,1,1
Casado,Agronomia,Ensino Secundário,120.0,Português,113.3,0,0,1,Masculino,0,0,0,6,9,1,10.0,0,0,6,6,0,0.0,0,12.4,0.5,1.79,Desistente,Desistente,1,1
Solteiro,Engenharia Informática,Ensino Secundário,130.0,Português,119.9,0,1,1,Masculino,0,0,0,5,5,0,0.0,0,0,5,5,0,0.0,5,9.4,-0.8,-3.12,Desistente,Desistente,1,1
Solteiro,Agronomia,Curso de Especialização Tecnológica,140.0,Português,140.0,0,0,1,Masculino,0,0,0,6,16,3,11.25,0,0,6,14,4,11.2,0,15.5,2.8,-4.06,Desistente,Desistente,1,1
Solteiro,Gestão de Publicidade e Marketing,Ensino Secundário,109.0,Português,108.0,0,0,1,Masculino,0,0,0,5,10,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Matriculado,Matriculado,0,
Solteiro,Gestão,Ensino Secundário,143.0,Português,100.0,0,0,1,Masculino,0,0,0,5,8,3,10.666666666666602,1,0,5,5,1,14.0,0,9.4,-0.8,-3.12,Desistente,Desistente,1,1
Solteiro,Equincultura,Ensino Secundário,125.0,Português,132.4,0,0,1,Masculino,0,0,0,5,7,4,11.75,0,0,5,5,5,13.4,0,7.6,2.6,0.32,Graduado,Graduado,0,0
Solteiro,Gestão,Ensino Secundário,136.0,Português,137.1,0,0,1,Masculino,0,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,12.7,3.7,-1.7,Desistente,Desistente,1,1
Solteiro,Design de Comunicação,Ensino Secundário,157.0,Português,138.1,0,0,1,Feminino,0,0,0,6,6,6,12.666666666666602,0,0,6,8,6,14.125,0,10.8,1.4,1.74,Graduado,Graduado,0,0
Divorciado,Higiene Oral,Ensino Secundário,160.0,Português,130.0,0,0,1,Feminino,0,0,0,7,14,7,11.95,0,0,8,15,7,12.042857142857097,0,12.7,3.7,-1.7,Matriculado,Matriculado,0,
Solteiro,Turismo,Ensino Secundário,116.0,Português,109.7,0,0,1,Feminino,0,0,0,6,7,5,14.0,0,0,6,6,6,15.6666666666666,0,11.1,0.6,2.02,Graduado,Graduado,0,0
Solteiro,Serviço Social (prestação nocturna),Ensino Secundário,113.0,Português,128.2,0,0,0,Feminino,0,0,0,6,6,0,0.0,6,0,6,12,0,0.0,0,9.4,-0.8,-3.12,Desistente,Desistente,1,1
Solteiro,Gestão,Ensino Secundário,130.0,Português,117.8,0,1,1,Feminino,1,0,0,5,11,2,11.5,0,0,5,10,0,0.0,0,12.7,3.7,-1.7,Desistente,Desistente,1,1
Solteiro,Equincultura,Ensino Secundário,150.0,Português,150.0,0,0,1,Feminino,0,0,0,6,10,6,12.0,0,0,6,12,5,12.8,0,13.9,-0.3,0.79,Graduado,Graduado,0,0
Solteiro,Enfermagem Veterinária,Ensino Secundário,110.0,Português,160.0,0,1,1,Feminino,0,0,0,6,7,6,16.4285714285714,0,0,6,7,6,16.6666666666666,0,13.9,-0.3,0.79,Desistente,Desistente,1,1
Solteiro,Enfermagem,Ensino Secundário,101.0,Português,104.5,0,0,1,Feminino,1,0,0,7,9,5,13.335999999999999,0,0,8,9,7,13.207142857142804,0,11.1,0.6,2.02,Graduado,Graduado,0,0
Casado,Higiene Oral,Ensino Secundário,110.0,Português,112.8,0,0,1,Feminino,1,0,0,7,7,0,0.0,0,0,8,8,0,0.0,6,10.8,1.4,1.74,Matriculado,Matriculado,0,
Solteiro,Gestão de Publicidade e Marketing,Ensino Secundário,133.1,Brasileiro,100.0,0,0,1,Feminino,0,1,2,7,9,7,14.6666666666666,0,1,6,8,6,14.0,0,11.1,0.6,2.02,Graduado,Graduado,0,0
Solteiro,Enfermagem,Ensino Secundário,138.0,Português,132.5,0,0,1,Feminino,0,0,0,8,8,7,14.1157142857142,0,0,8,8,7,14.1157142857142,0,10.8,1.4,1.74,Graduado,Graduado,0,0
Solteiro,Enfermagem Veterinária,Ensino Secundário,138.0,Português,123.3,0,0,1,Feminino,1,0,0,6,7,6,14.8571428571428,0,0,6,10,6,13.1111111111111,0,12.4,0.5,1.79,Graduado,Graduado,0,0
Solteiro,Enfermagem Veterinária,Ensino Secundário,141.0,Português,128.9,0,0,1,Feminino,1,0,0,6,7,6,13.833333333333304,0,0,6,10,6,13.7142857142857,0,8.9,1.4,3.51,Graduado,Graduado,0,0
Solteiro,Gestão,Ensino Secundário,129.0,Português,128.3,0,0,1,Feminino,0,0,0,5,10,3,11.0,0,0,5,9,4,11.75,0,12.7,3.7,-1.7,Matriculado,Matriculado,0,
Solteiro,Enfermagem Veterinária,Ensino Secundário,127.0,Português,100.0,0,0,1,Feminino,0,0,0,6,11,4,11.75,0,0,6,12,3,13.6666666666666,0,13.9,-0.3,0.79,Matriculado,Matriculado,0,
Solteiro,Gestão,Ensino Secundário,133.0,Português,120.1,0,0,1,Feminino,1,0,0,5,15,2,10.0,0,0,5,14,2,12.0,0,13.9,-0.3,0.79,Desistente,Desistente,1,1
Solteiro,Enfermagem,Ensino Secundário,100.0,Português,160.0,0,0,1,Feminino,1,0,0,8,15,6,12.415000000000001,0,0,8,15,6,12.415000000000001,0,10.8,1.4,1.74,Graduado,Graduado,0,0
Solteiro,Equincultura,Ensino Secundário,138.0,Português,123.0,0,0,1,Feminino,0,0,0,5,12,1,11.0,0,0,5,9,2,10.5,0,12.7,3.7,-1.7,Matriculado,Matriculado,0,
Solteiro,Enfermagem Veterinária,Curso de Especialização Tecnológica,150.0,Português,150.0,0,0,1,Feminino,0,0,1,6,14,5,14.428571428571399,0,1,6,7,6,13.428571428571399,0,16.2,0.3,-0.92,Graduado,Graduado,0,0
Solteiro,Enfermagem,Ensino Secundário,129.0,Português,124.0,0,0,1,Feminino,1,0,0,8,8,7,14.312857142857098,0,0,8,8,7,14.312857142857098,0,10.8,1.4,1.74,Graduado,Graduado,0,0
Solteiro,Enfermagem Veterinária,Ensino Secundário,130.0,Português,120.0,0,0,0,Feminino,0,0,0,6,8,6,15.428571428571399,0,0,6,7,5,14.5,0,11.1,0.6,2.02,Matriculado,Matriculado,0,
Solteiro,Equincultura,Ensino Secundário,133.0,Português,120.4,0,0,1,Feminino,0,0,0,5,9,4,12.0,1,0,5,6,5,13.4,0,9.4,-0.8,-3.12,Graduado,Graduado,0,0
Solteiro,Serviço Social,Ensino Secundário,133.0,Português,131.6,0,0,1,Feminino,0,0,0,6,7,6,13.833333333333304,0,0,6,7,6,13.7142857142857,0,11.1,0.6,2.02,Graduado,Graduado,0,0
Solteiro,Serviço Social,Ensino Secundário,107.0,Português,104.2,0,0,1,Feminino,0,0,0,6,6,6,12.166666666666602,0,0,6,7,6,12.142857142857096,0,11.1,0.6,2.02,Graduado,Graduado,0,0
Solteiro,Enfermagem,Ensino Secundário,131.0,Português,122.0,0,0,1,Feminino,0,0,0,8,8,7,14.014285714285702,0,0,8,8,7,14.014285714285702,0,12.7,3.7,-1.7,Matriculado,Matriculado,0,
Solteiro,Serviço Social,Ensino Secundário,118.0,Português,110.7,1,0,1,Feminino,0,0,0,6,15,2,10.333333333333304,3,0,6,13,3,13.333333333333304,0,12.7,3.7,-1.7,Matriculado,Matriculado,0,
Solteiro,Jornalismo e Comunicação,Ensino Secundário,136.0,Português,121.7,0,0,1,Feminino,1,0,0,6,7,5,13.2,0,0,6,7,5,13.6,0,12.4,0.5,1.79,Graduado,Graduado,0,0
Solteiro,Enfermagem,Ensino Secundário,125.0,Português,126.0,0,1,1,Feminino,0,0,0,7,7,6,15.4,0,0,7,7,6,15.4,0,7.6,2.6,0.32,Graduado,Graduado,0,0
Solteiro,Enfermagem,Ensino Secundário,137.0,Português,128.4,0,0,1,Feminino,1,0,0,7,7,7,13.385714285714197,0,0,8,8,8,15.925,0,13.9,-0.3,0.79,Graduado,Graduado,0,0
Solteiro,Equincultura,Ensino Secundário,144.0,Português,134.9,0,1,1,Feminino,0,0,0,6,13,6,10.857142857142803,0,0,6,10,4,11.0,0,15.5,2.8,-4.06,Desistente,Desistente,1,1
Solteiro,Gestão,Ensino Secundário,146.0,Português,143.9,0,0,1,Feminino,0,0,0,5,11,5,11.333333333333304,0,0,5,8,5,12.0,0,13.9,-0.3,0.79,Graduado,Graduado,0,0
Solteiro,Enfermagem Veterinária,Ensino Secundário,145.0,Português,145.0,0,0,1,Feminino,1,0,0,5,7,4,14.5,0,0,5,5,5,13.6,0,10.8,1.4,1.74,Graduado,Graduado,0,0
Solteiro,Design de Comunicação,Ensino Secundário,126.0,Português,132.0,0,0,1,Feminino,1,0,0,6,6,6,14.1666666666666,0,0,6,8,6,12.375,0,10.8,1.4,1.74,Graduado,Graduado,0,0
Solteiro,Serviço Social (prestação nocturna),Ensino Secundário,141.0,Português,136.1,0,0,1,Feminino,0,0,0,6,7,6,12.833333333333304,0,0,6,8,6,12.0,0,7.6,2.6,0.32,Graduado,Graduado,0,0
Solteiro,Serviço Social,Ensino Secundário,141.0,Português,138.9,0,0,1,Feminino,0,0,0,6,7,6,13.333333333333304,0,0,6,6,6,14.5,0,10.8,1.4,1.74,Graduado,Graduado,0,0
Solteiro,Serviço Social,Ensino Secundário,133.1,Português,102.0,0,0,1,Feminino,1,0,0,6,7,6,13.6666666666666,0,0,6,7,6,14.571428571428504,0,11.1,0.6,2.02,Graduado,Graduado,0,0
Solteiro,Turismo,Ensino Secundário,133.1,Português,123.0,0,1,0,Feminino,1,0,0,6,6,6,10.833333333333304,0,0,6,7,5,11.0,0,13.9,-0.3,0.79,Desistente,Desistente,1,1
Solteiro,Ensino Básico,Ensino Secundário,127.0,Português,137.5,0,0,1,Feminino,0,0,0,6,7,6,13.428571428571399,0,0,6,8,6,13.142857142857096,0,7.6,2.6,0.32,Graduado,Graduado,0,0
Solteiro,Enfermagem,Ensino Secundário,106.0,Português,102.2,0,1,1,Masculino,0,0,0,7,7,7,12.401428571428502,0,0,8,10,6,11.808333333333303,0,11.1,0.6,2.02,Matriculado,Matriculado,0,
Solteiro,Agronomia,Ensino Secundário,130.0,Português,105.3,0,0,0,Masculino,0,0,0,6,8,0,0.0,0,0,6,10,0,0.0,0,16.2,0.3,-0.92,Desistente,Desistente,1,1
Casado,Gestão (presencial noturno),Ensino Secundário,110.0,Português,130.0,0,0,0,Masculino,0,0,0,4,4,0,0.0,0,0,5,0,0,0.0,0,12.7,3.7,-1.7,Desistente,Desistente,1,1
Casado,Gestão (presencial noturno),Ensino Secundário,150.0,Português,122.5,0,0,1,Masculino,0,0,0,5,9,4,11.5,0,0,5,6,5,11.6,1,7.6,2.6,0.32,Desistente,Desistente,1,1
Solteiro,Engenharia Informática,Ensino Secundário,160.0,Português,112.0,0,0,0,Masculino,0,0,0,5,8,0,0.0,0,0,5,5,0,0.0,0,9.4,-0.8,-3.12,Desistente,Desistente,1,1
Solteiro,Gestão de Publicidade e Marketing,Outro - 11º Ano de Escolaridade,170.0,Português,110.0,0,0,1,Masculino,1,0,0,6,8,6,14.142857142857096,0,0,6,6,6,13.5,0,15.5,2.8,-4.06,Graduado,Graduado,0,0
Casado,Serviço Social (prestação nocturna),Ensino Básico (3º Ciclo),133.1,Português,149.5,0,0,1,Masculino,0,0,0,6,6,0,0.0,0,0,5,6,0,0.0,0,12.4,0.5,1.79,Desistente,Desistente,1,1
Solteiro,Gestão (presencial noturno),Ensino Secundário,120.0,Português,141.0,0,0,1,Masculino,1,0,5,10,12,10,13.8,0,5,10,10,10,12.8,0,10.8,1.4,1.74,Graduado,Graduado,0,0
Solteiro,Gestão (presencial noturno),Ensino Superior - Licenciatura (1º Ciclo),130.0,Português,130.0,0,0,1,Masculino,0,0,10,10,10,10,13.6,0,5,10,10,5,13.6,0,8.9,1.4,3.51,Desistente,Desistente,1,1
Solteiro,Serviço Social,Ensino Superior - Licenciatura (1º Ciclo),130.0,Português,130.0,0,0,1,Masculino,0,0,11,16,23,15,11.733333333333302,0,6,11,17,9,11.8888888888888,0,15.5,2.8,-4.06,Graduado,Graduado,0,0
Solteiro,Gestão,Ensino Secundário,120.0,Português,104.0,0,0,0,Masculino,0,0,0,5,8,1,10.0,0,0,5,9,1,10.0,0,10.8,1.4,1.74,Desistente,Desistente,1,1
Solteiro,Enfermagem Veterinária,Curso de Especialização Tecnológica,110.0,Português,110.0,0,0,1,Masculino,0,0,0,6,19,0,0.0,0,0,6,6,0,0.0,0,13.9,-0.3,0.79,Desistente,Desistente,1,1
Solteiro,Agronomia,Curso de Especialização Tecnológica,120.0,Português,120.0,0,0,1,Masculino,0,0,0,6,6,0,0.0,0,0,6,8,0,0.0,0,15.5,2.8,-4.06,Matriculado,Matriculado,0,
Solteiro,Agronomia,Curso de Especialização Tecnológica,130.0,Português,130.0,0,0,1,Masculino,0,0,0,6,12,4,10.8,0,0,6,13,4,12.0,0,12.4,0.5,1.79,Matriculado,Matriculado,0,
Solteiro,Enfermagem,Ensino Superior - Mestrado,150.0,Português,127.0,0,0,1,Masculino,0,0,2,7,8,6,13.046666666666601,0,2,8,10,7,13.30625,0,11.1,0.6,2.02,Desistente,Desistente,1,1
Solteiro,Serviço Social (prestação nocturna),Ensino Secundário,120.0,Português,100.0,0,0,1,Feminino,0,0,5,9,13,8,11.0,0,3,7,10,6,10.833333333333304,0,12.7,3.7,-1.7,Matriculado,Matriculado,0,
Solteiro,Serviço Social (prestação nocturna),Ensino Básico (3º Ciclo),100.0,Português,111.0,0,0,1,Feminino,1,0,0,6,10,3,12.333333333333304,0,0,6,14,3,11.666666666666602,0,7.6,2.6,0.32,Matriculado,Matriculado,0,
Solteiro,Serviço Social (prestação nocturna),Ensino Superior - Licenciatura,133.1,Português,130.0,0,0,1,Feminino,0,0,8,11,16,10,11.8,0,3,7,7,7,13.285714285714198,0,7.6,2.6,0.32,Graduado,Graduado,0,0
Solteiro,Gestão (presencial noturno),Ensino Secundário,130.0,Português,130.1,0,0,1,Feminino,0,0,0,5,8,3,11.0,0,0,5,8,3,11.25,0,10.8,1.4,1.74,Matriculado,Matriculado,0,
Solteiro,Enfermagem,Ensino Secundário,145.0,Português,127.5,0,0,1,Feminino,0,0,0,8,8,8,13.11,0,0,8,8,8,13.11,0,9.4,-0.8,-3.12,Graduado,Graduado,0,0
Solteiro,Enfermagem,Ensino Superior - Licenciatura,130.0,Português,130.0,0,0,1,Feminino,0,0,0,8,8,7,14.414285714285702,0,0,8,8,7,14.414285714285702,0,12.7,3.7,-1.7,Graduado,Graduado,0,0
Separado Judicialmente,Serviço Social (prestação nocturna),Ensino Secundário,115.0,Português,115.0,0,0,0,Feminino,0,0,0,5,5,0,0.0,0,0,5,10,0,0.0,0,10.8,1.4,1.74,Desistente,Desistente,1,1
Solteiro,Gestão,Ensino Secundário,124.0,Português,126.8,0,0,1,Feminino,0,0,0,5,8,5,12.333333333333304,0,0,5,7,5,12.2,0,15.5,2.8,-4.06,Graduado,Graduado,0,0
Solteiro,Enfermagem,Ensino Secundário,124.0,Português,116.7,0,0,1,Feminino,1,0,0,7,9,0,0.0,0,0,7,8,1,10.0,0,15.5,2.8,-4.06,Desistente,Desistente,1,1
Solteiro,Higiene Oral,Ensino Secundário,134.0,Português,128.5,0,0,1,Feminino,1,0,0,7,9,7,14.1,0,0,8,8,8,13.3125,0,12.7,3.7,-1.7,Graduado,Graduado,0,0
Solteiro,Enfermagem,Ensino Secundário,137.0,Português,127.5,0,0,1,Feminino,0,0,0,8,8,8,13.044999999999998,0,0,8,8,8,13.044999999999998,0,9.4,-0.8,-3.12,Graduado,Graduado,0,0
Solteiro,Enfermagem,Ensino Secundário,124.0,Português,117.5,0,0,1,Masculino,0,0,0,8,10,5,12.857999999999999,3,0,8,10,5,12.857999999999999,3,9.4,-0.8,-3.12,Matriculado,Matriculado,0,
Solteiro,Enfermagem,Ensino Secundário,136.0,Português,148.8,0,0,1,Feminino,1,0,0,8,8,8,14.252500000000001,0,0,8,8,8,14.252500000000001,0,9.4,-0.8,-3.12,Graduado,Graduado,0,0
Solteiro,Enfermagem,Ensino Secundário,126.0,Português,120.2,0,0,1,Feminino,1,0,0,7,9,5,14.06,0,0,7,9,7,11.242857142857096,0,12.4,0.5,1.79,Matriculado,Matriculado,0,
Solteiro,Enfermagem,Ensino Secundário,142.0,Português,127.3,0,0,1,Feminino,0,0,0,8,8,7,15.075714285714199,0,0,8,8,7,15.075714285714199,0,10.8,1.4,1.74,Graduado,Graduado,0,0
Solteiro,Design de Animação e Multimédia,Ensino Secundário,141.0,Português,136.1,0,0,1,Feminino,1,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.7,3.7,-1.7,Matriculado,Matriculado,0,
Solteiro,Gestão de Publicidade e Marketing,Ensino Secundário,129.0,Português,122.4,0,0,1,Feminino,0,0,0,5,5,4,13.75,0,0,6,9,5,12.6,0,12.7,3.7,-1.7,Matriculado,Matriculado,0,
Solteiro,Agronomia,Ensino Superior - Licenciatura,130.0,Português,130.0,0,0,1,Feminino,0,0,10,17,28,17,13.15,2,8,12,22,12,13.2142857142857,0,15.5,2.8,-4.06,Graduado,Graduado,0,0
Solteiro,Serviço Social,Ensino Secundário,136.0,Português,121.7,0,0,1,Feminino,1,0,0,6,9,5,12.333333333333304,0,0,6,7,5,11.8,0,13.9,-0.3,0.79,Graduado,Graduado,0,0
Solteiro,Enfermagem,Ensino Secundário,137.0,Português,122.7,0,0,1,Feminino,1,0,0,7,8,7,13.7785714285714,0,0,8,10,8,13.1222222222222,0,16.2,0.3,-0.92,Graduado,Graduado,0,0
Solteiro,Ensino Básico,Ensino Secundário,125.0,Português,129.2,0,1,0,Feminino,0,0,0,6,12,3,10.333333333333304,0,0,6,14,1,11.0,0,10.8,1.4,1.74,Desistente,Desistente,1,1
Solteiro,Jornalismo e Comunicação,Ensino Secundário,119.0,Português,105.0,0,0,1,Feminino,0,0,0,6,11,3,11.333333333333304,0,0,6,7,2,11.0,0,16.2,0.3,-0.92,Matriculado,Matriculado,0,
Solteiro,Serviço Social,Ensino Secundário,132.0,Português,129.9,0,0,1,Feminino,0,0,0,6,7,5,13.2,0,0,6,6,6,12.666666666666602,0,10.8,1.4,1.74,Matriculado,Matriculado,0,
Solteiro,Design de Comunicação,Ensino Secundário,152.0,Português,136.3,0,0,1,Feminino,1,0,1,6,8,6,13.571428571428504,1,0,6,11,6,12.375,0,13.9,-0.3,0.79,Graduado,Graduado,0,0
Solteiro,Serviço Social (prestação nocturna),Ensino Secundário,125.0,Português,114.9,0,0,1,Feminino,0,0,8,11,14,11,12.75,0,3,7,7,7,13.428571428571399,0,9.4,-0.8,-3.12,Graduado,Graduado,0,0
Solteiro,Jornalismo e Comunicação,12º Ano de Escolaridade - Não Concluído,133.1,Português,102.0,0,0,1,Masculino,0,0,0,6,11,3,13.0,0,0,6,15,1,12.0,0,7.6,2.6,0.32,Desistente,Desistente,1,1
Solteiro,Gestão de Publicidade e Marketing,Ensino Secundário,120.0,Português,111.3,0,0,1,Masculino,0,0,0,5,7,3,11.333333333333304,0,0,5,7,4,11.0,0,9.4,-0.8,-3.12,Matriculado,Matriculado,0,
Solteiro,Gestão de Publicidade e Marketing,Ensino Secundário,148.0,Português,130.9,0,1,0,Masculino,0,0,0,6,12,0,0.0,0,0,6,9,0,0.0,0,10.8,1.4,1.74,Desistente,Desistente,1,1
Solteiro,Design de Animação e Multimédia,Ensino Secundário,133.1,Português,100.0,0,1,1,Masculino,1,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,15.5,2.8,-4.06,Desistente,Desistente,1,1
Solteiro,Gestão,Ensino Secundário,115.0,Português,112.9,0,0,0,Masculino,0,0,0,5,7,2,12.5,0,0,5,13,1,11.0,0,9.4,-0.8,-3.12,Desistente,Desistente,1,1
Solteiro,Enfermagem Veterinária,Ensino Secundário,120.0,Português,112.7,0,0,1,Masculino,0,0,0,6,7,6,14.8571428571428,0,0,6,8,6,14.142857142857096,0,11.1,0.6,2.02,Graduado,Graduado,0,0
Divorciado,Serviço Social (prestação nocturna),Ensino Secundário,133.1,Português,143.0,0,0,1,Masculino,0,0,3,9,13,8,12.0,0,2,7,8,7,11.571428571428502,0,12.7,3.7,-1.7,Graduado,Graduado,0,0
Solteiro,Design de Animação e Multimédia,Ensino Secundário,168.0,Português,155.1,0,1,0,Masculino,1,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.7,3.7,-1.7,Graduado,Graduado,0,0
Divorciado,Gestão (presencial noturno),Ensino Secundário,130.0,Português,127.6,0,0,1,Masculino,0,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Matriculado,Matriculado,0,
Casado,Enfermagem,Ensino Básico (2º Ciclo),133.1,Português,146.6,0,0,1,Masculino,0,0,0,7,8,7,12.828571428571399,0,0,8,8,8,12.6875,0,13.9,-0.3,0.79,Graduado,Graduado,0,0
Solteiro,Enfermagem,Ensino Secundário,137.0,Português,141.0,0,0,1,Masculino,0,0,0,7,0,0,0.0,0,0,8,0,0,0.0,0,12.4,0.5,1.79,Desistente,Desistente,1,1
Solteiro,Gestão de Publicidade e Marketing,Ensino Secundário,123.0,Português,120.6,0,0,1,Masculino,0,0,0,6,6,6,13.333333333333304,0,0,6,8,5,14.0,0,8.9,1.4,3.51,Graduado,Graduado,0,0
Solteiro,Enfermagem,Ensino Secundário,150.0,Português,110.0,0,0,1,Masculino,1,0,6,14,20,14,13.072857142857098,6,6,14,20,14,13.072857142857098,6,9.4,-0.8,-3.12,Graduado,Graduado,0,0
